시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,담당자전화번호,비고
수원시,관리처분,재개발,영통1구역,경기도 수원시 영통구 원천동 46,52200.000,1980~2011,157,907,45,272,454,91,45,976.00,573,311,92,884,2,581,245,56,,92,65,27,,200%,238%,519,513,조합,2012,,20120926,20170109,20170109,20170109,20220121,20170629,,,20230907,,20250321,,,,,,031-5191-2417,
수원시,관리처분,재건축,권선 1구역(동남아파트),경기도 수원시 영통구 원천동 45,18331.000,1987,8,380,,,380,,,440.00,440,,,440,,301,139,,,,,,,130%,230%,380,381,조합,2016,2026,20120926,20090703,20180531,20180531,20210527,20180827,,20160905,20230324,,20250313,,,,,,031-5191-3414,
수원시,관리처분,재건축,팔달 1구역(현대아파트),경기도 수원시 영통구 원천동 44,58773.000,1985,43,563,,,,423,140,1195.00,1195,,,1195,,634,392,169,,,,,,124%,250%,469,459,조합,2016,2026,20120926,20090710,20151216,20151216,20200302,20160317,20130215,20130802,20210621,,20250425,,,,,,031-5191-3414,
수원시,사업시행,재건축,권선 2구역(성일아파트),경기도 수원시 영통구 원천동 43,16524.000,1987,7,370,,370,,,,430.00,430,,,430,,278,152,,,,,,,138%,230%,370,374,조합,2016,2026,20120926,20100531,20180531,20180531,20210630,20190214,,20160905,20230811,,,,,,,,031-5191-3397,
수원시,조합설립,재건축,구운1(삼환아파트),경기도 수원시 영통구 원천동 42,67751.000,1991,15,1687,,307,1260,120,,,,,,,,,,,,,,,,228%,270%,1710,1412,조합,2023,,20220616,20231215,20231215,20231215,,20240425,,20211223,20241122,,,,,,,,031-5191-3414,
수원시,예정구역,재개발,팔달2매산(성매매집결지),경기도 수원시 영통구 원천동 41,22662.000,,,93,,,,,,,,,,,,,,,,,,,,,500%,51,,,,,20170504,20181231,,,,,,,,,,,,,,,031-5191-3499,
수원시,예정구역,재건축,세류1(미영아파트),경기도 수원시 영통구 원천동 40,28654.000,1989,11,600,,208,320,72,,,,,,,,,,,,,,,,123%,,,,,2026,,20190304,20261231,,,,,,,,,,,,,,,031-5191-3397,
수원시,예정구역,재건축,망포1(청와아파트),경기도 수원시 영통구 원천동 39,15305.000,1988,21,353,,273,80,,,,,,,,,,,,,,,,,126%,,,,,2024,,20190304,20241231,,,,,,20240530,,,,,,,,,031-5191-3414,
수원시,예정구역,재건축,"우만1(우만주공1,2단지)",경기도 수원시 영통구 원천동 38,82433.000,1988,25,1484,,500,864,120,,,,,,,,,,,,,,,,123%,,,,,2023,,20190304,20241231,,,,,,20230802,,,,,,,,,031-5191-3397,
수원시,예정구역,재건축,원천1(아주아파트),경기도 수원시 영통구 원천동 37,10494.000,1983,9,230,,134,60,36,,,,,,,,,,,,,,,,172%,,,,,2024,,20190304,20241231,,,,,,20200703,,,,,,,,,031-5191-3397,
수원시,예정구역,재건축,파장1(삼익아파트),경기도 수원시 영통구 원천동 36,10737.000,1978,3,220,,22,132,66,,,,,,,,,,,,,,,,170%,,,,,2023,,20190304,20241231,,,,,,20230904,,,,,,,,,031-5191-3414,
수원시,예정구역,재건축,영통 3구역(원천 주공),경기도 수원시 영통구 원천동 35,48248.000,1987,8,1320,,810,390,120,,,,,,,,,,,,,,,,172%,250%,1320,,,2023,,20120926,20241231,,,,,,20230802,,,,,,,,,031-5191-3397,
수원시,청산,재건축,천천주공,경기도 수원시 영통구 원천동 74,134582.000,1986,64,1990,123,575,941,228,123,2571.00,1973,388,210,2361,,515,820,814,212,210,,,210,80%,245%,2030,1984,조합,2003,2009,,,,20050328,,,,20030314,20050404,,20051215,20060327,20060714,20090108,20090115,,031-5191-3414,
수원시,청산,재건축,권선주공 2단지아파트,경기도 수원시 영통구 원천동 73,61894.000,1985,34,758,21,219,421,76,21,1018.00,727,188,103,915,,370,210,170,165,103,103,,,90%,229%,728,728,조합,2003,2009,,,,20050404,,,,20030407,20050426,,20051216,20061116,20061206,20090323,20090403,,031-5191-3414,
수원시,청산,재건축,화서주공 2단지아파트,경기도 수원시 영통구 원천동 72,84660.000,1978,36,1630,120,482,715,193,120,1690.00,1545,18,127,1563,,,267,1148,148,127,,,127,110%,243%,1392,1392,조합,2001,2009,,,,20050328,,,,20001219,20050406,,20051223,20060626,20061201,20091217,20100318,,031-5191-3414,
수원시,청산,재건축,송림아파트,경기도 수원시 영통구 원천동 71,24784.000,1982,11,350,17,106,175,35,17,481.00,343,138,,481,,,109,284,88,,,,,140%,229%,355,355,조합,1999,2009,,,,20041108,,,,19991130,20041222,,20050507,20050513,20050526,20090724,20090825,,031-5191-3414,
수원시,청산,재건축,권선주공 1.3차아파트,경기도 수원시 영통구 원천동 70,96058.000,1983,73,1166,81,335,539,132,79,1754.00,1149,411,194,1560,,174,708,378,300,194,194,,,160%,240%,1015,1015,조합,2003,2011,,,,20050110,,,,20030523,20050318,,20051226,20071031,,20110921,20111213,,031-5191-3414,
수원시,준공,주거환경개선,행궁지구,경기도 수원시 영통구 원천동 69,137475.000,1923~2010,553,1680,1680,,,,,,,,,,,,,,,,,,,200%,,195,,市,2014,2016,20140523,,,20140523,,,,,,,,20140514,,20151231,,,031-228-3398,
수원시,준공,주거환경개선,매산지구,경기도 수원시 영통구 원천동 68,94896.000,1955~2013,678,1247,1247,,,,,,,,,,,,,,,,,,,200%,,678,,市,2015,2019,20150109,20141231,20141118,20150109,,,,,,,,20160811,,20191231,,,031-228-3398,
수원시,준공,주거환경개선,113-4구역(세류지구),경기도 수원시 영통구 원천동 67,230283.000,1900~1980,911,2787,1112,1297,327,45,6,2682.00,2097,,585,2097,,451,1484,162,,585,401,184,,250%,200%,1372,,LH,2006,2014,20060914,,,20061211,,,,,20071106,,,20121231,20140409,20150806,,,031-228-3499,
수원시,준공,재건축,우람아파트,경기도 수원시 영통구 원천동 66,37641.000,1981,22,696,8,207,409,64,8,807.00,670,83,54,753,,,112,496,145,54,54,,,80%,247%,711,711,조합,2003,2009,,,,20050509,,,,20001204,20050517,,20051227,20060630,20081023,20090522,20090528,,031-5191-3414,
수원시,준공,재건축,향원아파트,경기도 수원시 영통구 원천동 65,23239.000,1979,10,590,222,116,185,45,22,431.00,287,114,30,401,,,86,219,96,30,,30,,60%,249%,339,339,조합,1997,2009,,,,20050512,,,,19960130,20050517,,20051226,20061205,20061214,20090924,20091016,,031-5191-3414,
수원시,준공,재건축,인계주공아파트,경기도 수원시 영통구 원천동 64,66971.000,1984,28,830,51,241,396,91,51,1351.00,828,391,132,1219,,154,543,522,,132,,132,,70%,249%,846,846,조합,2003,2009,,,,20050502,,,,20030324,20050509,,20051226,20061109,20061116,20090826,20100219,,031-5191-3414,
시흥시,준공,재개발,대야동,경기도 시흥시 대야동 303일대,77864.000,1900~2003,110,673,673,,,,,1382.00,379,933,70,1312,105,572,635,,,70,51,19,,100~200%,238%,545,375,조합,2006,,,,,20090522,20151012,20090914,,,,20151008,20160218,20161229,20171208,20210722,20220331,,031-310-3736,
시흥시,준공,주거환경개선,복음자리,경기도 시흥시 신천동 33일대,14193.000,1979~2003,234,234,234,,,,,313.00,250,,63,250,,250,,,,63,63,,,50~100%,215%,245,,LH,2005,2010,,,,20051010,,,,,,20051231,,20080717,20080830,20100705,,,031-310-3755,
시흥시,예정구역,재건축,대야동 삼보,경기도 시흥시 대야동 275,19932.000,1980~2020,9,335,335,,,,,0.00,,,,,,,,,,,,,,280%,300%,335,,,,,20201216,20251231,,,,,,20211123,,,,,,,,,031-310-3737,
시흥시,예정구역,재개발,신천동 동진,경기도 시흥시 신천동 858,21056.000,1980~2020,32,474,474,,,,,0.00,,,,,,,,,,,,,,280%,300%,1232,,,,,20201216,20291231,,,,,,,,,,,,,,,031-310-3736,
시흥시,예정구역,재개발,은행2,경기도 시흥시 은행동 276-10,44333.000,1980~2020,64,783,783,,,,,0.00,,,,,,,,,,,,,,230%,250%,2036,,,,,20201216,20291231,,,,,,,,,,,,,,,031-310-3755,
시흥시,예정구역,재개발,포동1,경기도 시흥시 포동 2,82134.000,1980~2020,95,1275,1275,,,,,0.00,,,,,,,,,,,,,,280%,300%,3307,,,,,20201216,20250531,,,,,,,,,,,,,,,031-310-3737,
시흥시,예정구역,재개발,목감1,경기도 시흥시 조남동 171-4,63370.000,1980~2020,57,1534,1534,,,,,0.00,,,,,,,,,,,,,,280%,300%,3988,,,,,20201216,20240319,,,,,,,,,,,,,,,031-310-3736,
시흥시,정비구역,재개발,은행동 산호,경기도 시흥시 은행동 243-1,14621.000,1980~2020,23,370,301,65,,1,3,0.00,,,,,,,,,,,,,,230%,250%,382,,,,,20201216,20240630,20241226,20241226,,,,,,,,,,,,,031-310-3755,
시흥시,조합설립,재개발,은행1,경기도 시흥시 은행동 251-6,23563.000,1980~2020,69,401,401,,,,,0.00,,,,,,,,,,,,,,230%,250%,396,396,조합,,,20201216,20221231,20220428,20220428,20250710,20230216,,,,,,,,,,,031-310-3755,
시흥시,조합설립,재개발,목감2,경기도 시흥시 목감동 242-9,38522.000,1980~2020,43,800,800,,,,,0.00,,,,,,,,,,,,,,280%,300%,792,789,조합,,,20201216,20221231,20220530,20220530,20250123,20230307,,,,,,,,,,,031-310-3736,
시흥시,사업시행,재건축,거모3,경기도 시흥시 거모동 1474-1,19681.000,1989~1991,10,492,,410,82,,,642.00,,,,642,,407,200,,,,,,,130%,294%,511,504,조합,2013,,20150504,20171001,20171226,20171226,20240523,20210209,,20130710,,20221230,,,,,,,031-310-3755,
시흥시,착공,재건축,대야3,경기도 시흥시 대야동 284,34858.000,1985~1986,19,1025,,1025,,,,1026.00,997,29,,1026,,954,64,8,,,,,,180%,299%,1025,996,조합,2013,,20150504,20161231,20161230,20161230,20171110,20180403,,20130725,,20200929,20211105,20230810,,,,,031-310-3737,
안산시,예정구역,재건축,성포예술인,경기도 안산시 성포동 예술인아파트,71800.000,1985,13,1485,,3,1482,,,,,,,,,,,,,,,,,226%,,,,,,,20060915,20231231,,,,,20171127,20231226,,,,,,,,,031-481-2909,
안산시,예정구역,재건축,월피연립1,경기도 안산시 상록구 월피동 443,15866.000,1990~1992,16,292,60,224,8,,,,,,,,,,,,,,,,,114%,,,,,,,20230201,20221231,,,,,20230216,20231226,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,와동연립1,경기도 안산시 단원구 와동 830-1,20914.000,1990~1992,20,344,,226,118,,,,,,,,,,,,,,,,,110%,,,,,,,20230201,20231231,,,,,20230906,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,와동연립2,경기도 안산시 단원구 와동 723-2,28401.000,1990~1992,29,503,,295,208,,,,,,,,,,,,,,,,,122%,,,,,,,20230201,20231231,,,,,20230908,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,와동연립3,경기도 안산시 단원구 와동 829,13732.000,1989~1993,11,255,,215,40,,,,,,,,,,,,,,,,,126%,,,,,,,20230201,20231231,,,,,20230911,20240702,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,성포연립1,경기도 안산시 상록구 성포동 585-2,26616.000,1992~1994,16,339,,64,232,24,19,,,,,,,,,,,,,,,117%,,,,,,,20230201,20241231,,,,,20240122,20240702,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,와동연립4,경기도 안산시 단원구 와동 851-1,11833.000,1991~1995,13,226,24,202,,,,,,,,,,,,,,,,,,113%,,,,,,,20230201,20251231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,"군자주공11,12",경기도 안산시 단원구 선부동 1078,115364.000,1990~1991,35,2810,1820,990,,,,,,,,,,,,,,,,,,126%,,,,,,,20230201,20261231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,선경성포,경기도 안산시 상록구 성포동 592,86460.000,1990,21,1768,,80,1254,330,104,,,,,,,,,,,,,,,217%,,,,,,,20230201,20261231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,현대2월피,경기도 안산시 상록구 월피동 448,43480.000,1989~1990,18,770,,,590,180,,,,,,,,,,,,,,,,171%,,,,,,,20230201,20261231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,우성,경기도 안산시 상록구 본오동 872-20,49265.000,1990,15,1080,,390,600,90,,,,,,,,,,,,,,,,191%,,,,,,,20230201,20261231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양상록수,경기도 안산시 상록구 본오동 880,94171.000,1990,35,2222,180,780,990,136,136,,,,,,,,,,,,,,,208%,,,,,,,20230201,20261231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양수정,경기도 안산시 단원구 선부동 1086,118871.000,1991~1992,38,1870,,530,992,142,206,,,,,,,,,,,,,,,167%,,,,,,,20230201,20271231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양공작,경기도 안산시 단원구 선부동 1085,97743.000,1992,34,2040,180,600,966,128,166,,,,,,,,,,,,,,,187%,,,,,,,20230201,20271231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양월피,경기도 안산시 상록구 월피동 447,55461.000,1990,23,1362,4,240,1006,112,,,,,,,,,,,,,,,,196%,,,,,,,20230201,20271231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,태영,경기도 안산시 상록구 본오동 879-15,35328.000,1991,11,672,,,552,60,60,,,,,,,,,,,,,,,183%,,,,,,,20230201,20271231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,월드상록수,경기도 안산시 상록구 사동 1346,57160.000,1993~1994,14,626,,50,330,90,156,,,,,,,,,,,,,,,146%,,,,,,,20230201,20271231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,군자주공15,경기도 안산시 단원구 선부동 1080,56533.000,1992~1993,15,1210,250,960,,,,,,,,,,,,,,,,,,119%,,,,,,,20230201,20281231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,월피주공1,경기도 안산시 상록구 월피동 444,38281.000,1993,14,860,190,670,,,,,,,,,,,,,,,,,,127%,,,,,,,20230201,20281231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,"본오1,2차",경기도 안산시 상록구 사동 1505,40208.000,1992~1994,10,1585,500,1085,,,,,,,,,,,,,,,,,,230%,,,,,,,20230201,20281231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,상록수요진,경기도 안산시 상록구 사동 1345-1,49027.000,1994,15,598,,30,276,144,148,,,,,,,,,,,,,,,158%,,,,,,,20230201,20281231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,선경상록,경기도 안산시 상록구 사동 1345,41461.000,1994,12,550,,40,284,140,86,,,,,,,,,,,,,,,159%,,,,,,,20230201,20281231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양산호,경기도 안산시 단원구 선부동 1081,31423.000,1993,9,1086,312,774,,,,,,,,,,,,,,,,,,199%,,,,,,,20230201,20291231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,성포주공11,경기도 안산시 상록구 성포동 591,93108.000,1994~1995,33,1975,,1975,,,,,,,,,,,,,,,,,,150%,,,,,,,20230201,20291231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,신우아파트,경기도 안산시 상록구 사동 1344-1,39856.000,1994,11,502,,30,248,140,84,,,,,,,,,,,,,,,148%,,,,,,,20230201,20291231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,예누림아파트,경기도 안산시 상록구 사동 1344,49827.000,1994,14,576,,40,268,180,88,,,,,,,,,,,,,,,149%,,,,,,,20230201,20291231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,현대1차상록수,경기도 안산시 상록구 사동 1345-2,38105.000,1994,11,478,,30,240,126,82,,,,,,,,,,,,,,,149%,,,,,,,20230201,20291231,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,주공4단지,경기도 안산시 성포동 588,46900.000,1986,8,780,,,780,,,,,,,,,,,,,,,,,181%,,,,,,,20130425,20231231,,,,,20210513,20231226,,,,,,,,,031-481-2909,
안산시,예정구역,재건축,주공10단지,경기도 안산시 성포동 584,73400.000,1987,15,1380,,,1380,,,,,,,,,,,,,,,,,172%,,,,,,,20130425,20231231,,,,,20230706,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,주공7단지,경기도 안산시 고잔동 670,53500.000,1987,11,1020,,240,780,,,,,,,,,,,,,,,,,168%,,,,,,,20130425,20231231,,,,,20230627,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,주공8단지,경기도 안산시 고잔동 671,53600.000,1987,10,1020,,300,720,,,,,,,,,,,,,,,,,178%,,,,,,,20130425,20231231,,,,,20230628,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,주공9단지,경기도 안산시 고잔동 672,68400.000,1986,12,1320,,240,1080,,,,,,,,,,,,,,,,,177%,,,,,,,20130425,20231231,,,,,20250110,,,,,,,,,,031-369-1714,
안산시,준공,재건축,초지연립상단지,경기도 안산시 단원구 초지동 605,55879.000,1981~2002,54,832,,598,234,,,1238.00,838,400,,1238,,830,408,,,,,,,102%,250%,801,790,조합,2003,2016,20060915,,,20160407,,20140715,20050930,20060308,,,20151014,20161018,20161020,20190620,20200311,,031-481-2388,
안산시,준공,재건축,고잔연립1단지,경기도 안산시 단원구 고잔동 586,44269.000,1985~1988,50,723,33,582,108,,,1005.00,730,224,51,954,,557,397,,,51,,51,,105%,250%,739,707,조합,2010,2015,20100802,,,20160105,,20141121,20101119,20110325,,,20150623,20160225,20160226,20181030,20190501,,031-481-2388,
안산시,준공,재건축,중앙주공2단지,경기도 안산시 단원구 고잔동 538,56702.000,1984,22,450,,,450,,,990.00,450,540,,990,,,658,332,,,,,,63%,259%,457,457,조합,2003,2017,20060915,,,20130521,,20130724,20040429,20050502,,,20140924,20150731,20150804,20180427,,,031-481-2398,
안산시,준공,재건축,동명아파트,경기도 안산시 단원구 선부동 1082,30380.000,1989,19,600,,600,,,,766.00,766,,,766,,382,384,,,,,,,125%,249%,829,829,조합,2000,2010,,,,,,20051007,,20000613,,,20080204,20080821,,20101228,20110321,,031-481-2388,
안산시,준공,재건축,군자주공4단지,경기도 안산시 단원구 초지동 604,34394.000,1982,19,766,,766,,,,695.00,567,128,,695,,98,502,95,,,,,,86%,245%,565,563,조합,2003,2014,20060915,,,20120723,,20090225,20031205,20040910,,,20110311,20130115,20150710,20150710,20160920,,031-481-2398,
안산시,청산,재건축,건건동1,경기도 안산시 건건동 606,15437.000,1943~2001,54,267,190,73,3,1,,390.00,248,142,,390,,335,55,,,,,,,125%,215%,249,243,조합,2003,2016,20060915,,,20180314,,20140415,20040213,,,,20161226,20171215,20171220,20200612,20210224,,031-481-2388,
안산시,청산,재건축,원곡연립3단지,경기도 안산시 단원구 원곡동 848,57626.000,1980~1993,48,792,66,514,212,,,1244.00,773,471,,1244,,976,268,,,,,,,111%,250%,912,805,조합,2003,2016,20060915,,,20160316,,20140707,20050930,20060308,,,20150925,20160922,20161020,20190620,20200311,,031-481-2398,
안산시,청산,재건축,군자주공8단지,경기도 안산시 단원구 선부동 959,17856.000,1985,9,272,,272,,,,414.00,272,142,,414,,231,183,,,,,,,75%,255%,274,267,조합,2003,2015,20060915,,,20131025,,20140729,20040519,20050502,,,20151005,20160620,20160629,20181028,20190501,,031-481-2398,
안산시,청산,재건축,성포주공3단지,경기도 안산시 상록구 성포동 587,56229.000,1985,23,700,,700,,,,1129.00,709,420,,1129,,123,973,33,,,,,,81%,259%,710,693,조합,2003,2015,20060915,,,20131016,,20131129,20040506,20050526,,,20150331,20151028,20151029,20180921,20200325,,031-481-2388,
안산시,청산,재건축,중앙주공1단지,경기도 안산시 단원구 고잔동 532,50719.000,1983,25,500,,,500,,,1152.00,506,646,,1152,,545,573,34,,,,,,86%,267%,510,503,조합,2002,2017,20060915,,,20141224,,20130916,,20031217,,,20141008,20151127,20151202,20181114,20190213,,031-481-2388,
안산시,청산,재건축,군자주공5단지,경기도 안산시 단원구 초지동 603-1,22924.000,1983,11,400,200,200,,,,469.00,394,75,,469,,62,403,4,,,,,,88%,240%,386,386,조합,2003,2015,20060915,,,20110822,,20110823,20040511,20050502,,,20120607,20151028,20151030,20180530,20181219,,031-481-2398,
안산시,조합설립,재건축,현대1차아파트,경기도 안산시 성포동 592-2,22046.000,1989,10,570,420,150,,,,,,,,,,,,,,,,,,124%,,603,502,조합,,,20171213,20221231,,,,,20201125,20230127,,,,,,,,,031-481-2398,
안산시,조합설립,재건축,고잔연립3,경기도 안산시 고잔동 665-1,47418.000,1989~1992,43,768,,653,115,,,,,,,,,,,,,,,,,124%,250%,771,699,조합,,,20130425,20170425,,,,,20170510,20170818,,,,,,,,,031-481-2388,
안산시,조합설립,재건축,군자주공9,경기도 안산시 선부동 967,29529.000,1989,11,540,350,190,,,,,,,,,,,,,,,,,,100%,,539,,대신자산신탁,,,20171213,20221231,,,,,20201118,20230127,,,,,,,,,031-481-2398,
안산시,착공,재건축,주공5단지2,경기도 안산시 고잔동 674,42750.000,1986,21,538,,348,190,,,1051.00,540,511,,1051,,611,403,37,,,,,,77%,279%,530,527,조합,2013,,20130425,20130425,,,,20200909,20131118,20140220,,,20220330,20231108,20231207,,,,031-481-2388,
안산시,조합설립,재건축,주공6단지,경기도 안산시 고잔동 676-2,41191.000,1986,17,590,284,306,,,,,,,,,,,,,,,,,,87%,260%,572,,"㈜한국토지신탁, ㈜무궁화신탁",2013,,20130425,20130425,,,,,20131118,20140220,,,,,,,,,031-481-2388,
안산시,조합설립,재건축,팔곡일동1,경기도 안산시 팔곡일동 264-5,22865.000,1956~2004,68,299,,299,,,,,,,,,,,,,,,,,,119%,260%,230,,조합,2009,,20060915,,,,,,,,,,,,,,,,031-481-2398,
안산시,조합설립,재건축,고잔연립2,경기도 안산시 고잔동 576,55807.000,1986~2004,45,898,288,513,49,,48,,,,,,,,,,,,,,,119%,240%,856,,조합,,,20130425,,,,,,20150306,20150618,,,,,,,,,031-481-2398,
안산시,준공,재건축,초지연립1단지,경기도 안산시 단원구 초지동 590,68934.000,1983~1996,61,1026,54,761,211,,,1548.00,1031,517,,1548,,1132,416,,,,,,,117%,250%,1039,984,조합,2003,2016,20060915,,,20140523,,20140708,20050930,20060308,,,20151002,20161014,20161020,20190620,20200311,,031-481-2388,
안산시,조합설립,재건축,선부연립1,경기도 안산시 선부동 963,46909.000,1988~1990,41,735,54,579,102,,,,,,,,,,,,,,,,,118%,240%,735,721,조합,,,20130425,20170425,,,,,20170518,20170818,,,,,,,,,031-481-2388,
안산시,조합설립,재건축,고잔연립7,경기도 안산시 고잔동 613-1,27627.000,1990,24,415,20,321,74,,,,,,,,,,,,,,,,,119%,240%,454,429,조합,,,20130425,20170425,,20231219,,,20170515,20170818,,,,,,,,,031-481-2388,
안산시,추진위원회,재건축,고잔연립4,경기도 안산시 고잔동 661-3,75147.000,1989~1991,60,1129,,797,332,,,,,,,,,,,,,,,,,116%,,1164,,,,,20130425,20221231,,,,20241231,20191212,20230127,,,,,,,,,031-481-2386,
안산시,추진위원회,재건축,군자주공10,경기도 안산시 선부동 1083,46306.000,1989,19,790,480,310,,,,,,,,,,,,,,,,,,100%,,802,,,,,20171213,20221231,,20241218,,,20201119,20230127,,,,,,,,,031-369-1714,
안산시,추진위원회,재건축,월드아파트,경기도 안산시 본오동 872,49554.000,1989,28,1070,420,590,60,,,,,,,,,,,,,,,,,128%,,1278,,,,,20171213,20221231,,20241218,,,20201126,20230127,,,,,,,,,031-481-2386,
안산시,조합설립,재건축,고잔연립5,경기도 안산시 고잔동 610,69795.000,1989~1994,59,1072,,732,340,,,,,,,,,,,,,,,,,122%,,1096,896,조합,,,20130425,20221231,,,,,20191213,20230127,,,,,,,,,031-481-2388,
안산시,조합설립,재건축,고잔연립6,경기도 안산시 고잔동 612,26508.000,1990~1992,22,411,,227,184,,,,,,,,,,,,,,,,,139%,,422,345,조합,,,20130425,20221231,,,,20241231,20191213,20230127,20250819,,,,,,,,031-481-2398,
안산시,착공,재건축,인정프린스아파트,경기도 안산시 상록구 건건동 894-10,26019.000,1990,12,540,,400,140,,,725.00,485,207,33,692,,407,285,,,33,,33,,160%,299%,540,471,조합,2003,,20060915,,,20221130,,20180705,20040524,20050526,,,20200708,20211103,20211104,,,,031-481-2398,
안산시,착공,재건축,고잔연립9,경기도 안산시 고잔동 648-1,20753.000,1990,15,299,,,287,4,8,472.00,294,178,,472,,244,228,,,,,,,168%,230%,299,296,조합,2013,,20130425,20130425,,,,20200429,20131118,20140220,,,20210608,20231128,20240229,,,,031-481-2388,
안산시,관리처분,재건축,주공5단지1,경기도 안산시 고잔동 675,35748.000,1986,16,570,204,366,,,,897.00,565,332,,897,,489,374,34,,,,,,80%,275%,562,562,조합,2013,,20130425,20130425,,,,20210901,20131118,20140220,,,20250219,,,,,,031-481-2388,
안산시,준공,재건축,군자주공6단지,경기도 안산시 단원구 선부동 953,93027.000,1984,36,1080,200,490,390,,,2017.00,1091,926,,2017,,318,1637,62,,,,,,76%,259%,1084,1077,조합,2003,2014,20060915,,,20150305,,20081231,20040518,20050502,,,20160517,20170213,20170223,20200130,20200520,,031-481-2398,
안산시,준공,재건축,군자주공7단지,경기도 안산시 단원구 선부동 961,28781.000,1985,13,480,270,210,,,,719.00,477,242,,719,,424,295,,,,,,,77%,264%,480,472,조합,2003,2015,20060915,,,20161014,,20151027,20040513,20050502,,,20161013,20180124,20180329,20200925,20210331,,031-481-2398,
안산시,준공,재건축,원곡연립2단지,경기도 안산시 단원구 원곡동 838,64810.000,1981~1995,61,1123,,1123,,,,1450.00,996,425,29,1421,,997,424,,,29,,29,,127%,250%,1123,1110,조합,2003,,20060915,,,20180313,,20150924,20050930,20060308,,,20170417,20181101,20191128,20210723,20220720,,031-481-2398,
안산시,준공,재건축,원곡연립1단지,경기도 안산시 단원구 원곡동 829,76640.000,1981~1995,76,1126,,1126,,,,1714.00,1109,605,,1714,,1352,362,,,,,,,105%,230%,1126,1101,조합,2003,,20060915,,,20160927,,20170501,20050930,20060308,,,20171228,20200318,20200324,20230228,20240329,,031-481-2388,
안산시,준공,재건축,선부동3,경기도 안산시 단원구 선부동 1007,48063.000,1988~2004,152,1165,,1165,,,,1021.00,105,869,47,974,,587,387,,,47,,47,,146%,250%,148,54,조합,2008,,20060915,,,20140627,,20150423,,,,,20180504,20210203,20210217,20240102,20240612,,031-481-2398,
안산시,준공,재건축,고잔연립8,경기도 안산시 고잔동 631-1,17750.000,1989~1991,17,297,66,149,73,9,,449.00,291,158,,449,,377,72,,,,,,,112%,252%,297,284,조합,2013,,20130425,20130425,,,,20190228,20131118,20140220,,,20200311,20210331,20210428,20231129,20240412,,031-481-2388,
